"chr","start","end","strand","pvalue","qvalue","meth.diff"
"chr21",6126904,6127294,"*",0.00350490321765799,0.0327878042942199,-17.6470588235294
"chr21",8219030,8221343,"*",3.12850857907769e-06,0.00010080749865917,7.28647179366019
"chr21",8387801,8396922,"*",0.000954412950705114,0.0115324898210201,37.4269005847953
"chr21",8446300,8448549,"*",4.1555202791177e-05,0.000860786343531524,50
"chr21",8594653,8595830,"*",7.60460074526405e-05,0.00122518567562587,-51.3333333333333
"chr21",8759034,8759283,"*",0.0573098125607013,0.255689932963129,14.8468185388845
"chr21",9324996,9325482,"*",0.246728531772507,0.668703497327355,-15.1143790849673
"chr21",9614126,9614463,"*",0.054804602290865,0.255689932963129,-20
"chr21",9705052,9706116,"*",0.171560111919567,0.544456990727266,11.0714285714286
"chr21",9768257,9768477,"*",0.0501742056001689,0.242508660400816,29.2307692307692
"chr21",10405477,10405738,"*",0.273866850684576,0.690620753900234,-11.8589743589744
"chr21",10616676,10616948,"*",0.488967084330902,0.971235989424393,7.84905660377358
"chr21",13825449,13825677,"*",0.018845095355532,0.113855784439672,26.5086206896552
"chr21",13937313,13937526,"*",0.00470777539336027,0.0413713595174085,-11.1111111111111
"chr21",13979588,13980337,"*",0.179250433328288,0.550898298984985,-18.1318681318681
"chr21",14011210,14011492,"*",0.00631953643820276,0.0523618733451085,-13.0434782608696
"chr21",14070636,14070839,"*",0.254365543607749,0.676752363727039,1.53846153846153
"chr21",14078821,14079137,"*",0.219753184633325,0.63203782381373,-2.8169014084507
"chr21",14083965,14084535,"*",0.392119567859005,0.840442606498831,-1
"chr21",17818779,17819740,"*",0.133849929847289,0.448708245316889,2.5
"chr21",18244782,18245557,"*",0.0125747894413183,0.0848067194879606,10.7142857142857
"chr21",20997106,20998245,"*",0.0559865192791846,0.255689932963129,4
"chr21",25361795,25362171,"*",0.0918120601971634,0.359804019691586,3.44827586206896
"chr21",26169576,26170890,"*",1.59271457187346e-07,6.59838894061863e-06,24.1071428571429
"chr21",27143484,27143987,"*",0.0474149069124068,0.237074534562034,-6.44085644085645
"chr21",29024528,29025089,"*",0.296196448678104,0.709373812990103,-1.75438596491228
"chr21",29939069,29939788,"*",0.212690270159566,0.629389574961982,7.48768472906404
"chr21",31343730,31344170,"*",0.0257608309199234,0.149412819335556,-12.5
"chr21",31557615,31559704,"*",0.110978503447502,0.407389443035133,3.05541810984661
"chr21",31731144,31732662,"*",0.329111549447791,0.739863173177205,-1.40845070422535
"chr21",32392705,32393443,"*",0.0404286290256939,0.209362543168772,6.48334002408671
"chr21",32411607,32413409,"*",0.0373504848340187,0.200585937071582,-2.27272727272727
"chr21",32612058,32613140,"*",0.180466684150254,0.550898298984985,-0.709219858156028
"chr21",32978419,32978653,"*",0.09959771784348,0.375108287981938,-5.88235294117647
"chr21",33022821,33027937,"*",7.39384868621967e-05,0.00122518567562587,8.52801810509442
"chr21",33033270,33034230,"*",0.0777186039690467,0.309249354630018,14.7305075876504
"chr21",33069901,33072237,"*",0.36463623235372,0.813419287558299,0.298507462686567
